日期,代码,名称,现价,涨跌幅,换手率,虚拟账本触发数,历史20日胜率,历史20日均益,买入信号强度,操作建议
2026-02-06,002867,周大生,12.86,0.7%,1.12%,6,16.7%,-5.03%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,688046,药康生物,18.7,1.69%,0.73%,6,16.7%,-7.41%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,603033,三维股份,11.63,4.03%,1.55%,6,16.7%,-6.47%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,000510,新金路,15.63,4.62%,9.38%,6,100.0%,33.02%,⭐⭐⭐⭐⭐,历史强势基因，重仓买入
2026-02-04,600015,华夏银行,6.48,0.93%,0.36%,2,100.0%,3.51%,⭐⭐⭐,历史强势基因，重仓买入
2026-02-04,002753,永东股份,7.74,1.84%,3.06%,6,100.0%,4.57%,⭐⭐⭐,历史强势基因，重仓买入
2026-02-06,601528,瑞丰银行,5.56,0.36%,1.34%,3,100.0%,9.17%,⭐⭐⭐⭐⭐,历史强势基因，重仓买入
2026-02-06,600331,宏达股份,17.45,6.86%,5.67%,4,100.0%,11.86%,⭐⭐⭐⭐⭐,历史强势基因，重仓买入
2026-02-06,002846,英联股份,15.78,1.87%,3.94%,8,100.0%,20.12%,⭐⭐⭐⭐⭐,历史强势基因，重仓买入
2026-02-06,603558,健盛集团,12.12,0.58%,1.12%,5,100.0%,9.78%,⭐⭐⭐⭐⭐,历史强势基因，重仓买入
2026-02-06,002376,新北洋,8.02,2.17%,3.72%,10,100.0%,9.64%,⭐⭐⭐⭐⭐,历史强势基因，重仓买入
2026-02-04,601886,江河集团,9.58,2.68%,0.73%,3,100.0%,2.55%,⭐⭐⭐,历史强势基因，重仓买入
2026-02-06,603387,基蛋生物,8.78,2.21%,2.01%,4,100.0%,3.83%,⭐⭐⭐,历史强势基因，重仓买入
2026-02-06,002015,协鑫能科,12.06,10.04%,6.08%,4,0.0%,-7.62%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,000559,万向钱潮,17.42,4.62%,5.23%,3,0.0%,-4.42%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,000782,恒申新材,6.14,4.96%,5.45%,9,0.0%,-3.34%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-04,600971,恒源煤电,7.21,10.08%,4.78%,5,0.0%,-5.64%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,603569,长久物流,7.51,1.08%,0.96%,2,0.0%,-6.92%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,600299,安迪苏,9.56,2.69%,0.53%,1,0.0%,0.00%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,600234,科新发展,14.68,2.02%,1.36%,6,0.0%,-5.21%,⭐⭐⭐,历史表现平平，轻仓试错
